JOB_TITLE,WAGE_RATE_OF_PAY_FROM,WORKSITE_ADDRESS1,WORKSITE_CITY,WORKSITE_STATE,BEGIN_DATE,CASE_STATUS,SOC_TITLE,VISA_CLASS
"Vice President, Sr Lead Security Engineer",215000,"277 Park Avenue","New York","NY","12/11/23","Certified","Information Security Analysts","H-1B"
"Vice President, Sr Lead Site Reliability Engineer",165000,"10 S. Dearborn St.","Chicago","IL","4/13/24","Certified","Software Developers","H-1B"
"Vice President, Sr Lead Software Engineer",151000,"8181 Communications Pkwy","Plano","TX","1/22/24","Certified","Software Developers","H-1B"
"Vice President, Sr Lead Software Engineer",160000,"8181 Communications Pkwy","Plano","TX","5/3/24","Certified","Software Developers","H-1B"
"Vice President, Sr Lead Software Engineer",189300,"477 Montecito Dr.","Brentwood","CA","5/30/24","Certified","Software Developers","H-1B"
"Vice President, Sr Lead Software Engineer",167136,"575 Washington Boulevard","Jersey City","NJ","5/11/24","Certified","Software Developers","H-1B"
"Vice President, Sr Lead Software Engineer",168800,"8181 Communications Pkwy","Plano","TX","5/25/24","Certified","Software Developers","H-1B"
"Vice President, Sr Lead Software Engineer",144000,"880 Powder Mill Road","Wilmington","DE","5/24/24","Certified","Software Developers","H-1B"
"Vice President, Sr Lead Software Engineer",187000,"8181 Communications Parkway","Plano","TX","5/24/24","Certified","Software Developers","H-1B"
"Vice President, Sr Lead Software Engineer",152900,"301 N Walnut St","Wilmington","DE","4/23/24","Certified","Software Developers","H-1B"
"Vice President, Sr Lead Software Engineer",133000,"1111 Polaris Parkway","Columbus","OH","4/4/24","Certified","Database Administrators","H-1B"
"Vice President, Sr Lead Software Engineer",185500,"545 Washington Blvd","Jersey City","NJ","5/15/24","Certified","Software Developers","H-1B"
"Vice President, Sr Lead Software Engineer",148700,"700 White Clay Center Dr","Newark","DE","5/11/24","Certified","Software Developers","H-1B"
"Vice President, Sr Lead Software Engineer",153500,"1111 Polaris Pkwy","Columbus","OH","4/25/24","Certified","Software Developers","H-1B"
"Vice President, Sr Lead Software Engineer",150000,"880 Powder Mill Road","Wilmington","DE","2/26/24","Certified","Software Developers","H-1B"
"Vice President, Sr Lead Software Engineer",150000,"8181 Communications Pkwy","Plano","TX","2/10/24","Certified","Software Developers","H-1B"
"Vice President, Sr Lead Software Engineer",148500,"1111 Polaris Pkwy","Columbus","OH","5/5/24","Certified","Software Quality Assurance Analysts and Testers","H-1B"
"Vice President, Sr Lead Software Engineer",163600,"880 Powder Mill Road","Wilmington","DE","4/13/24","Certified","Software Developers","H-1B"
"Vice President, Sr Lead Software Engineer",155400,"1111 Polaris Pkwy","Columbus","OH","5/9/24","Certified","Software Developers","H-1B"
"Vice President, Sr Manager of Software Engineering",190000,"8181 Communications Pkwy.","Plano","TX","6/13/24","Certified","Software Developers","H-1B"
"Vice President, Sr Manager of Software Engineering",165000,"8181 Communications Parkway","Plano","TX","6/14/24","Certified","Software Developers","H-1B"
"Vice President, Sr Manager of Software Engineering",162600,"8181 Communications Pkwy","Plano","TX","6/5/24","Certified","Software Developers","H-1B"
"Vice President, Sr Manager of Software Engineering",186000,"8181 Communications Pkwy","Plano","TX","6/4/24","Certified","Software Quality Assurance Analysts and Testers","H-1B"
"Vice President, Sr Manager of Software Engineering",160000,"1111 Polaris Parkway","Columbus","OH","3/4/24","Certified","Software Developers","H-1B"
"Vice President, Sr Manager of Software Engineering",160000,"1111 Polaris Parkway","Columbus","OH","3/4/24","Certified","Software Developers","H-1B"
"Vice President, Sr Manager of Software Engineering",180000,"8181 Communications Pkwy","Plano","TX","5/24/24","Certified","Software Developers","H-1B"
"Vice President, Sr Manager of Software Engineering",180000,"450 W 33rd Street","New York","NY","5/24/24","Certified","Software Developers","H-1B"
"Vice President, Sr Manager of Software Engineering",150000,"8181 Communications Pkwy","Plano","TX","4/23/24","Certified","Software Developers","H-1B"
"Vice President, Sr Manager of Software Engineering",195100,"8181 Communications Pkwy","Plano","TX","4/18/24","Certified","Software Developers","H-1B"
"Vice President, Sr. Lead Architect",235000,"1775 Tysons Blvd","McLean","VA","10/30/23","Certified","Computer Network Architects","H-1B"
"Vice President, Sr. Lead Software Engineer",150000,"1111 Polaris Pkwy","Columbus","OH","11/13/23","Certified","Software Developers","H-1B"
"Vice President, Sr. Lead Software Engineer",245000,"405 Colorado Street","Austin","TX","1/15/24","Certified","Software Developers","H-1B"
"Vice President, Sr. Lead Software Engineer",165000,"8181 Communications Parkway","Plano","TX","6/1/24","Certified","Software Developers","H-1B"
"Vice President, Sr. Lead Software Engineer",189225,"575 Washington Blvd","Jersey City","NJ","3/26/24","Certified","Software Developers","H-1B"
"Vice President, Sr. Lead Software Engineer",155000,"8181 Communications Pkwy","Plano","TX","4/15/24","Certified","Software Developers","H-1B"
"Vice President, Sr. Lead Software Engineer",174700,"8181 Communications Pkwy","Plano","TX","4/23/24","Certified","Software Developers","H-1B"
"Vice President, Sr. Lead Software Engineer",163600,"8181 Communications Parkway","Plano","TX","4/6/24","Certified","Software Developers","H-1B"
"Vice President, Sr. Manager of Software Engineerin",150000,"8181 Communications Pkwy","Plano","TX","4/23/24","Certified","Software Developers","H-1B"
"Vice President, Sr. Manager of Software Engineering",175000,"8181 Communications Pkwy","Plano","TX","6/14/24","Certified","Software Developers","H-1B"
"VICE PRESIDENT, STRATEGIC ANALYTICS",135000,"201 N WALNUT STREET","WILMINGTON","DE","5/17/21","Certified - Withdrawn","Operations Research Analysts","H-1B"
"Vice President, Tech Senior Auditor",180000,"480 Washington Blvd","Jersey City","NJ","12/3/23","Certified","Management Analysts","H-1B"
"Vice President, Trader",260000,"383 Madison Ave","New York","NY","4/19/24","Certified","Securities, Commodities, and Financial Services Sa","H-1B"
"Vice President, Treasury",130000,"277 Park Ave","New York","NY","4/25/24","Certified","Financial and Investment Analysts","H-1B"
"Vice President, User Experience Researcher",180000,"383 Madison Ave","New York","NY","11/27/23","Certified","Human Factors Engineers and Ergonomists","H-1B"
"Vice President, Valuation Controller",170000,"277 Park Ave","New York","NY","9/27/23","Certified","Business Intelligence Analysts","H-1B"
"VP, Sr. Manager of Software Engineering",185000,"545 Washington Blvd.","Jersey City","NJ","5/23/24","Certified","Software Developers","H-1B"
